OriginalName,DatabaseName,Participant,SessionID,Timestamp,VideoTime,Value
Green video (pNRpAtLg40s&amp;ab_channel) - 60.021,C18F1A57-5E36-1653-2481-8B59C75C62C6_1,C6CC5D7F-DE8B-E2B0-7ECA-707D082192FC,C20F738B-812E-E9B2-17E0-A0413CA2CE1A,1677173941433,0,0
Green video (pNRpAtLg40s&amp;ab_channel) - 60.021,C18F1A57-5E36-1653-2481-8B59C75C62C6_1,C6CC5D7F-DE8B-E2B0-7ECA-707D082192FC,C20F738B-812E-E9B2-17E0-A0413CA2CE1A,1677174004115,60029,0
Green video (pNRpAtLg40s&amp;ab_channel) - 60.021,C18F1A57-5E36-1653-2481-8B59C75C62C6_1,7EE35022-8809-4E1B-FCA4-95F5BE494A8F,AE56E2E5-A93D-B3C0-14CA-35C8A24D4DE9,1677174189256,0,0
Green video (pNRpAtLg40s&amp;ab_channel) - 60.021,C18F1A57-5E36-1653-2481-8B59C75C62C6_1,7EE35022-8809-4E1B-FCA4-95F5BE494A8F,AE56E2E5-A93D-B3C0-14CA-35C8A24D4DE9,1677174192215,2732,1
Green video (pNRpAtLg40s&amp;ab_channel) - 60.021,C18F1A57-5E36-1653-2481-8B59C75C62C6_1,7EE35022-8809-4E1B-FCA4-95F5BE494A8F,AE56E2E5-A93D-B3C0-14CA-35C8A24D4DE9,1677174192244,2761,2
Green video (pNRpAtLg40s&amp;ab_channel) - 60.021,C18F1A57-5E36-1653-2481-8B59C75C62C6_1,7EE35022-8809-4E1B-FCA4-95F5BE494A8F,AE56E2E5-A93D-B3C0-14CA-35C8A24D4DE9,1677174192293,2816,3
Green video (pNRpAtLg40s&amp;ab_channel) - 60.021,C18F1A57-5E36-1653-2481-8B59C75C62C6_1,7EE35022-8809-4E1B-FCA4-95F5BE494A8F,AE56E2E5-A93D-B3C0-14CA-35C8A24D4DE9,1677174192426,2949,4
Green video (pNRpAtLg40s&amp;ab_channel) - 60.021,C18F1A57-5E36-1653-2481-8B59C75C62C6_1,7EE35022-8809-4E1B-FCA4-95F5BE494A8F,AE56E2E5-A93D-B3C0-14CA-35C8A24D4DE9,1677174194092,4573,3
Green video (pNRpAtLg40s&amp;ab_channel) - 60.021,C18F1A57-5E36-1653-2481-8B59C75C62C6_1,7EE35022-8809-4E1B-FCA4-95F5BE494A8F,AE56E2E5-A93D-B3C0-14CA-35C8A24D4DE9,1677174194116,4597,2
Green video (pNRpAtLg40s&amp;ab_channel) - 60.021,C18F1A57-5E36-1653-2481-8B59C75C62C6_1,7EE35022-8809-4E1B-FCA4-95F5BE494A8F,AE56E2E5-A93D-B3C0-14CA-35C8A24D4DE9,1677174194157,4638,1
Green video (pNRpAtLg40s&amp;ab_channel) - 60.021,C18F1A57-5E36-1653-2481-8B59C75C62C6_1,7EE35022-8809-4E1B-FCA4-95F5BE494A8F,AE56E2E5-A93D-B3C0-14CA-35C8A24D4DE9,1677174194207,4688,0
Green video (pNRpAtLg40s&amp;ab_channel) - 60.021,C18F1A57-5E36-1653-2481-8B59C75C62C6_1,7EE35022-8809-4E1B-FCA4-95F5BE494A8F,AE56E2E5-A93D-B3C0-14CA-35C8A24D4DE9,1677174195504,5962,2
Green video (pNRpAtLg40s&amp;ab_channel) - 60.021,C18F1A57-5E36-1653-2481-8B59C75C62C6_1,7EE35022-8809-4E1B-FCA4-95F5BE494A8F,AE56E2E5-A93D-B3C0-14CA-35C8A24D4DE9,1677174195532,5990,3
Green video (pNRpAtLg40s&amp;ab_channel) - 60.021,C18F1A57-5E36-1653-2481-8B59C75C62C6_1,7EE35022-8809-4E1B-FCA4-95F5BE494A8F,AE56E2E5-A93D-B3C0-14CA-35C8A24D4DE9,1677174195549,6007,4
Green video (pNRpAtLg40s&amp;ab_channel) - 60.021,C18F1A57-5E36-1653-2481-8B59C75C62C6_1,7EE35022-8809-4E1B-FCA4-95F5BE494A8F,AE56E2E5-A93D-B3C0-14CA-35C8A24D4DE9,1677174197158,7496,2
Green video (pNRpAtLg40s&amp;ab_channel) - 60.021,C18F1A57-5E36-1653-2481-8B59C75C62C6_1,7EE35022-8809-4E1B-FCA4-95F5BE494A8F,AE56E2E5-A93D-B3C0-14CA-35C8A24D4DE9,1677174197212,7550,1
Green video (pNRpAtLg40s&amp;ab_channel) - 60.021,C18F1A57-5E36-1653-2481-8B59C75C62C6_1,7EE35022-8809-4E1B-FCA4-95F5BE494A8F,AE56E2E5-A93D-B3C0-14CA-35C8A24D4DE9,1677174198296,8751,2
Green video (pNRpAtLg40s&amp;ab_channel) - 60.021,C18F1A57-5E36-1653-2481-8B59C75C62C6_1,7EE35022-8809-4E1B-FCA4-95F5BE494A8F,AE56E2E5-A93D-B3C0-14CA-35C8A24D4DE9,1677174198359,8816,4
Green video (pNRpAtLg40s&amp;ab_channel) - 60.021,C18F1A57-5E36-1653-2481-8B59C75C62C6_1,7EE35022-8809-4E1B-FCA4-95F5BE494A8F,AE56E2E5-A93D-B3C0-14CA-35C8A24D4DE9,1677174198343,8798,3
Green video (pNRpAtLg40s&amp;ab_channel) - 60.021,C18F1A57-5E36-1653-2481-8B59C75C62C6_1,7EE35022-8809-4E1B-FCA4-95F5BE494A8F,AE56E2E5-A93D-B3C0-14CA-35C8A24D4DE9,1677174198389,8846,5
Green video (pNRpAtLg40s&amp;ab_channel) - 60.021,C18F1A57-5E36-1653-2481-8B59C75C62C6_1,7EE35022-8809-4E1B-FCA4-95F5BE494A8F,AE56E2E5-A93D-B3C0-14CA-35C8A24D4DE9,1677174199649,10085,2
Green video (pNRpAtLg40s&amp;ab_channel) - 60.021,C18F1A57-5E36-1653-2481-8B59C75C62C6_1,7EE35022-8809-4E1B-FCA4-95F5BE494A8F,AE56E2E5-A93D-B3C0-14CA-35C8A24D4DE9,1677174199594,10030,4
Green video (pNRpAtLg40s&amp;ab_channel) - 60.021,C18F1A57-5E36-1653-2481-8B59C75C62C6_1,7EE35022-8809-4E1B-FCA4-95F5BE494A8F,AE56E2E5-A93D-B3C0-14CA-35C8A24D4DE9,1677174199621,10057,3
Green video (pNRpAtLg40s&amp;ab_channel) - 60.021,C18F1A57-5E36-1653-2481-8B59C75C62C6_1,7EE35022-8809-4E1B-FCA4-95F5BE494A8F,AE56E2E5-A93D-B3C0-14CA-35C8A24D4DE9,1677174199676,10112,1
Green video (pNRpAtLg40s&amp;ab_channel) - 60.021,C18F1A57-5E36-1653-2481-8B59C75C62C6_1,7EE35022-8809-4E1B-FCA4-95F5BE494A8F,AE56E2E5-A93D-B3C0-14CA-35C8A24D4DE9,1677174199782,10216,0
Green video (pNRpAtLg40s&amp;ab_channel) - 60.021,C18F1A57-5E36-1653-2481-8B59C75C62C6_1,7EE35022-8809-4E1B-FCA4-95F5BE494A8F,AE56E2E5-A93D-B3C0-14CA-35C8A24D4DE9,1677174200729,11166,-1
Green video (pNRpAtLg40s&amp;ab_channel) - 60.021,C18F1A57-5E36-1653-2481-8B59C75C62C6_1,7EE35022-8809-4E1B-FCA4-95F5BE494A8F,AE56E2E5-A93D-B3C0-14CA-35C8A24D4DE9,1677174200755,11187,-2
Green video (pNRpAtLg40s&amp;ab_channel) - 60.021,C18F1A57-5E36-1653-2481-8B59C75C62C6_1,7EE35022-8809-4E1B-FCA4-95F5BE494A8F,AE56E2E5-A93D-B3C0-14CA-35C8A24D4DE9,1677174200777,11209,-3
Green video (pNRpAtLg40s&amp;ab_channel) - 60.021,C18F1A57-5E36-1653-2481-8B59C75C62C6_1,7EE35022-8809-4E1B-FCA4-95F5BE494A8F,AE56E2E5-A93D-B3C0-14CA-35C8A24D4DE9,1677174200820,11252,-4
