OriginalName,DatabaseName,Participant,SessionID,Timestamp,VideoTime,Value
TriangleWave video (XfF2tLZMEZU&amp;ab_channel) - 32.521,0F130F3D-C411-92B1-54F9-755BA05D5570_1,9CA2D849-F8D0-9900-3377-156DCE680D91,20980781-CC02-8BE3-911E-9302A36E6CA1,1679903866980,0,0
TriangleWave video (XfF2tLZMEZU&amp;ab_channel) - 33,0F130F3D-C411-92B1-54F9-755BA05D5570_1,9CA2D849-F8D0-9900-3377-156DCE680D91,F001C718-DB74-7A44-A8B5-6C48FB9792B2,1679903891504,0,0
TriangleWave video (XfF2tLZMEZU&amp;ab_channel) - 33,0F130F3D-C411-92B1-54F9-755BA05D5570_1,AEF79641-B9D7-A3AD-30A0-1CDB45A0E71A,424043C9-8881-7331-69C7-210551389497,1679907887831,0,0
TriangleWave video (XfF2tLZMEZU&amp;ab_channel) - 33,0F130F3D-C411-92B1-54F9-755BA05D5570_1,AEF79641-B9D7-A3AD-30A0-1CDB45A0E71A,424043C9-8881-7331-69C7-210551389497,1679907920544,32529,0
TriangleWave video (XfF2tLZMEZU&amp;ab_channel) - 32.521,0F130F3D-C411-92B1-54F9-755BA05D5570_1,00A7359F-E204-F0E0-C597-D06904480AB6,019CE129-2CB5-4065-E3BF-1207C6682492,1679908141849,0,0
TriangleWave video (XfF2tLZMEZU&amp;ab_channel) - 32.521,0F130F3D-C411-92B1-54F9-755BA05D5570_1,00A7359F-E204-F0E0-C597-D06904480AB6,019CE129-2CB5-4065-E3BF-1207C6682492,1679908143706,1628,-1
TriangleWave video (XfF2tLZMEZU&amp;ab_channel) - 32.521,0F130F3D-C411-92B1-54F9-755BA05D5570_1,00A7359F-E204-F0E0-C597-D06904480AB6,019CE129-2CB5-4065-E3BF-1207C6682492,1679908143723,1645,-2
TriangleWave video (XfF2tLZMEZU&amp;ab_channel) - 32.521,0F130F3D-C411-92B1-54F9-755BA05D5570_1,00A7359F-E204-F0E0-C597-D06904480AB6,019CE129-2CB5-4065-E3BF-1207C6682492,1679908143754,1676,-3
TriangleWave video (XfF2tLZMEZU&amp;ab_channel) - 32.521,0F130F3D-C411-92B1-54F9-755BA05D5570_1,00A7359F-E204-F0E0-C597-D06904480AB6,019CE129-2CB5-4065-E3BF-1207C6682492,1679908143854,1776,-4
TriangleWave video (XfF2tLZMEZU&amp;ab_channel) - 32.521,0F130F3D-C411-92B1-54F9-755BA05D5570_1,00A7359F-E204-F0E0-C597-D06904480AB6,019CE129-2CB5-4065-E3BF-1207C6682492,1679908143887,1809,-5
TriangleWave video (XfF2tLZMEZU&amp;ab_channel) - 32.521,0F130F3D-C411-92B1-54F9-755BA05D5570_1,00A7359F-E204-F0E0-C597-D06904480AB6,019CE129-2CB5-4065-E3BF-1207C6682492,1679908143938,1862,-6
TriangleWave video (XfF2tLZMEZU&amp;ab_channel) - 32.521,0F130F3D-C411-92B1-54F9-755BA05D5570_1,00A7359F-E204-F0E0-C597-D06904480AB6,019CE129-2CB5-4065-E3BF-1207C6682492,1679908144422,2344,-7
TriangleWave video (XfF2tLZMEZU&amp;ab_channel) - 32.521,0F130F3D-C411-92B1-54F9-755BA05D5570_1,00A7359F-E204-F0E0-C597-D06904480AB6,019CE129-2CB5-4065-E3BF-1207C6682492,1679908144555,2477,-8
TriangleWave video (XfF2tLZMEZU&amp;ab_channel) - 32.521,0F130F3D-C411-92B1-54F9-755BA05D5570_1,00A7359F-E204-F0E0-C597-D06904480AB6,019CE129-2CB5-4065-E3BF-1207C6682492,1679908144823,2745,-9
TriangleWave video (XfF2tLZMEZU&amp;ab_channel) - 32.521,0F130F3D-C411-92B1-54F9-755BA05D5570_1,00A7359F-E204-F0E0-C597-D06904480AB6,019CE129-2CB5-4065-E3BF-1207C6682492,1679908145155,3076,-10
TriangleWave video (XfF2tLZMEZU&amp;ab_channel) - 32.521,0F130F3D-C411-92B1-54F9-755BA05D5570_1,00A7359F-E204-F0E0-C597-D06904480AB6,019CE129-2CB5-4065-E3BF-1207C6682492,1679908145340,3262,-11
TriangleWave video (XfF2tLZMEZU&amp;ab_channel) - 32.521,0F130F3D-C411-92B1-54F9-755BA05D5570_1,00A7359F-E204-F0E0-C597-D06904480AB6,019CE129-2CB5-4065-E3BF-1207C6682492,1679908145706,3627,-12
TriangleWave video (XfF2tLZMEZU&amp;ab_channel) - 32.521,0F130F3D-C411-92B1-54F9-755BA05D5570_1,00A7359F-E204-F0E0-C597-D06904480AB6,019CE129-2CB5-4065-E3BF-1207C6682492,1679908146022,3944,-13
TriangleWave video (XfF2tLZMEZU&amp;ab_channel) - 32.521,0F130F3D-C411-92B1-54F9-755BA05D5570_1,00A7359F-E204-F0E0-C597-D06904480AB6,019CE129-2CB5-4065-E3BF-1207C6682492,1679908146223,4144,-14
TriangleWave video (XfF2tLZMEZU&amp;ab_channel) - 32.521,0F130F3D-C411-92B1-54F9-755BA05D5570_1,00A7359F-E204-F0E0-C597-D06904480AB6,019CE129-2CB5-4065-E3BF-1207C6682492,1679908146638,4560,-15
TriangleWave video (XfF2tLZMEZU&amp;ab_channel) - 32.521,0F130F3D-C411-92B1-54F9-755BA05D5570_1,00A7359F-E204-F0E0-C597-D06904480AB6,019CE129-2CB5-4065-E3BF-1207C6682492,1679908146687,4610,-16
