OriginalName,DatabaseName,Participant,SessionID,Timestamp,VideoTime,Value
5_overwatch2.mp4 - 60.057,29B842E1-98A7-7BAE-C4B1-2CB0953DC6D7_23,9CA2D849-F8D0-9900-3377-156DCE680D91,6FC1FA5C-7B48-9431-D2FE-2984053536C1,1679903834284,0,0
5_moh99.mp4 - 63.205,29B842E1-98A7-7BAE-C4B1-2CB0953DC6D7_19,00A7359F-E204-F0E0-C597-D06904480AB6,9BB5A485-D190-7C95-A883-3D734F91778D,1679908312179,0,0
5_moh99.mp4 - 63.205,29B842E1-98A7-7BAE-C4B1-2CB0953DC6D7_19,00A7359F-E204-F0E0-C597-D06904480AB6,9BB5A485-D190-7C95-A883-3D734F91778D,1679908313894,1172,-1
5_moh99.mp4 - 63.205,29B842E1-98A7-7BAE-C4B1-2CB0953DC6D7_19,00A7359F-E204-F0E0-C597-D06904480AB6,9BB5A485-D190-7C95-A883-3D734F91778D,1679908316126,3405,0
5_moh99.mp4 - 63.205,29B842E1-98A7-7BAE-C4B1-2CB0953DC6D7_19,00A7359F-E204-F0E0-C597-D06904480AB6,9BB5A485-D190-7C95-A883-3D734F91778D,1679908316192,3469,1
5_moh99.mp4 - 63.205,29B842E1-98A7-7BAE-C4B1-2CB0953DC6D7_19,00A7359F-E204-F0E0-C597-D06904480AB6,9BB5A485-D190-7C95-A883-3D734F91778D,1679908317109,4384,0
5_moh99.mp4 - 63.205,29B842E1-98A7-7BAE-C4B1-2CB0953DC6D7_19,00A7359F-E204-F0E0-C597-D06904480AB6,9BB5A485-D190-7C95-A883-3D734F91778D,1679908318026,5298,1
5_moh99.mp4 - 63.205,29B842E1-98A7-7BAE-C4B1-2CB0953DC6D7_19,00A7359F-E204-F0E0-C597-D06904480AB6,9BB5A485-D190-7C95-A883-3D734F91778D,1679908318426,5703,0
5_moh99.mp4 - 63.205,29B842E1-98A7-7BAE-C4B1-2CB0953DC6D7_19,00A7359F-E204-F0E0-C597-D06904480AB6,9BB5A485-D190-7C95-A883-3D734F91778D,1679908318792,6069,-1
5_moh99.mp4 - 63.205,29B842E1-98A7-7BAE-C4B1-2CB0953DC6D7_19,00A7359F-E204-F0E0-C597-D06904480AB6,9BB5A485-D190-7C95-A883-3D734F91778D,1679908320376,7653,-2
5_moh99.mp4 - 63.205,29B842E1-98A7-7BAE-C4B1-2CB0953DC6D7_19,00A7359F-E204-F0E0-C597-D06904480AB6,9BB5A485-D190-7C95-A883-3D734F91778D,1679908321010,8285,-1
5_moh99.mp4 - 63.205,29B842E1-98A7-7BAE-C4B1-2CB0953DC6D7_19,00A7359F-E204-F0E0-C597-D06904480AB6,9BB5A485-D190-7C95-A883-3D734F91778D,1679908321776,9057,0
5_moh99.mp4 - 63.205,29B842E1-98A7-7BAE-C4B1-2CB0953DC6D7_19,00A7359F-E204-F0E0-C597-D06904480AB6,9BB5A485-D190-7C95-A883-3D734F91778D,1679908324493,11772,1
5_moh99.mp4 - 63.205,29B842E1-98A7-7BAE-C4B1-2CB0953DC6D7_19,00A7359F-E204-F0E0-C597-D06904480AB6,9BB5A485-D190-7C95-A883-3D734F91778D,1679908325757,13033,0
5_moh99.mp4 - 63.205,29B842E1-98A7-7BAE-C4B1-2CB0953DC6D7_19,00A7359F-E204-F0E0-C597-D06904480AB6,9BB5A485-D190-7C95-A883-3D734F91778D,1679908326726,14006,-1
5_moh99.mp4 - 63.205,29B842E1-98A7-7BAE-C4B1-2CB0953DC6D7_19,00A7359F-E204-F0E0-C597-D06904480AB6,9BB5A485-D190-7C95-A883-3D734F91778D,1679908328176,15454,-2
5_moh99.mp4 - 63.205,29B842E1-98A7-7BAE-C4B1-2CB0953DC6D7_19,00A7359F-E204-F0E0-C597-D06904480AB6,9BB5A485-D190-7C95-A883-3D734F91778D,1679908329044,16325,-3
5_moh99.mp4 - 63.205,29B842E1-98A7-7BAE-C4B1-2CB0953DC6D7_19,00A7359F-E204-F0E0-C597-D06904480AB6,9BB5A485-D190-7C95-A883-3D734F91778D,1679908329909,17190,-4
5_moh99.mp4 - 63.205,29B842E1-98A7-7BAE-C4B1-2CB0953DC6D7_19,00A7359F-E204-F0E0-C597-D06904480AB6,9BB5A485-D190-7C95-A883-3D734F91778D,1679908330691,17969,-5
5_moh99.mp4 - 63.205,29B842E1-98A7-7BAE-C4B1-2CB0953DC6D7_19,00A7359F-E204-F0E0-C597-D06904480AB6,9BB5A485-D190-7C95-A883-3D734F91778D,1679908332076,19356,-6
5_moh99.mp4 - 63.205,29B842E1-98A7-7BAE-C4B1-2CB0953DC6D7_19,00A7359F-E204-F0E0-C597-D06904480AB6,9BB5A485-D190-7C95-A883-3D734F91778D,1679908333460,20733,-7
5_moh99.mp4 - 63.205,29B842E1-98A7-7BAE-C4B1-2CB0953DC6D7_19,00A7359F-E204-F0E0-C597-D06904480AB6,9BB5A485-D190-7C95-A883-3D734F91778D,1679908335142,22419,-8
5_moh99.mp4 - 63.205,29B842E1-98A7-7BAE-C4B1-2CB0953DC6D7_19,00A7359F-E204-F0E0-C597-D06904480AB6,9BB5A485-D190-7C95-A883-3D734F91778D,1679908335859,23135,-7
5_moh99.mp4 - 63.205,29B842E1-98A7-7BAE-C4B1-2CB0953DC6D7_19,00A7359F-E204-F0E0-C597-D06904480AB6,9BB5A485-D190-7C95-A883-3D734F91778D,1679908336292,23567,-8
5_moh99.mp4 - 63.205,29B842E1-98A7-7BAE-C4B1-2CB0953DC6D7_19,00A7359F-E204-F0E0-C597-D06904480AB6,9BB5A485-D190-7C95-A883-3D734F91778D,1679908338410,25689,-9
5_moh99.mp4 - 63.205,29B842E1-98A7-7BAE-C4B1-2CB0953DC6D7_19,00A7359F-E204-F0E0-C597-D06904480AB6,9BB5A485-D190-7C95-A883-3D734F91778D,1679908340243,27517,-10
5_moh99.mp4 - 63.205,29B842E1-98A7-7BAE-C4B1-2CB0953DC6D7_19,00A7359F-E204-F0E0-C597-D06904480AB6,9BB5A485-D190-7C95-A883-3D734F91778D,1679908341076,28353,-9
5_moh99.mp4 - 63.205,29B842E1-98A7-7BAE-C4B1-2CB0953DC6D7_19,00A7359F-E204-F0E0-C597-D06904480AB6,9BB5A485-D190-7C95-A883-3D734F91778D,1679908342660,29939,-8
5_moh99.mp4 - 63.205,29B842E1-98A7-7BAE-C4B1-2CB0953DC6D7_19,00A7359F-E204-F0E0-C597-D06904480AB6,9BB5A485-D190-7C95-A883-3D734F91778D,1679908343410,30693,-7
5_moh99.mp4 - 63.205,29B842E1-98A7-7BAE-C4B1-2CB0953DC6D7_19,00A7359F-E204-F0E0-C597-D06904480AB6,9BB5A485-D190-7C95-A883-3D734F91778D,1679908345661,32936,-8
5_moh99.mp4 - 63.205,29B842E1-98A7-7BAE-C4B1-2CB0953DC6D7_19,00A7359F-E204-F0E0-C597-D06904480AB6,9BB5A485-D190-7C95-A883-3D734F91778D,1679908347761,35037,-9
5_moh99.mp4 - 63.205,29B842E1-98A7-7BAE-C4B1-2CB0953DC6D7_19,00A7359F-E204-F0E0-C597-D06904480AB6,9BB5A485-D190-7C95-A883-3D734F91778D,1679908349410,36683,-8
5_moh99.mp4 - 63.205,29B842E1-98A7-7BAE-C4B1-2CB0953DC6D7_19,00A7359F-E204-F0E0-C597-D06904480AB6,9BB5A485-D190-7C95-A883-3D734F91778D,1679908350693,37975,-7
5_moh99.mp4 - 63.205,29B842E1-98A7-7BAE-C4B1-2CB0953DC6D7_19,00A7359F-E204-F0E0-C597-D06904480AB6,9BB5A485-D190-7C95-A883-3D734F91778D,1679908351543,38824,-6
5_moh99.mp4 - 63.205,29B842E1-98A7-7BAE-C4B1-2CB0953DC6D7_19,00A7359F-E204-F0E0-C597-D06904480AB6,9BB5A485-D190-7C95-A883-3D734F91778D,1679908351925,39198,-5
5_moh99.mp4 - 63.205,29B842E1-98A7-7BAE-C4B1-2CB0953DC6D7_19,00A7359F-E204-F0E0-C597-D06904480AB6,9BB5A485-D190-7C95-A883-3D734F91778D,1679908352460,39738,-4
5_moh99.mp4 - 63.205,29B842E1-98A7-7BAE-C4B1-2CB0953DC6D7_19,00A7359F-E204-F0E0-C597-D06904480AB6,9BB5A485-D190-7C95-A883-3D734F91778D,1679908353393,40669,-3
5_moh99.mp4 - 63.205,29B842E1-98A7-7BAE-C4B1-2CB0953DC6D7_19,00A7359F-E204-F0E0-C597-D06904480AB6,9BB5A485-D190-7C95-A883-3D734F91778D,1679908354628,41906,-2
5_moh99.mp4 - 63.205,29B842E1-98A7-7BAE-C4B1-2CB0953DC6D7_19,00A7359F-E204-F0E0-C597-D06904480AB6,9BB5A485-D190-7C95-A883-3D734F91778D,1679908355360,42641,-1
5_moh99.mp4 - 63.205,29B842E1-98A7-7BAE-C4B1-2CB0953DC6D7_19,00A7359F-E204-F0E0-C597-D06904480AB6,9BB5A485-D190-7C95-A883-3D734F91778D,1679908356743,44025,0
5_moh99.mp4 - 63.205,29B842E1-98A7-7BAE-C4B1-2CB0953DC6D7_19,00A7359F-E204-F0E0-C597-D06904480AB6,9BB5A485-D190-7C95-A883-3D734F91778D,1679908357993,45266,1
5_moh99.mp4 - 63.205,29B842E1-98A7-7BAE-C4B1-2CB0953DC6D7_19,00A7359F-E204-F0E0-C597-D06904480AB6,9BB5A485-D190-7C95-A883-3D734F91778D,1679908358643,45918,0
5_moh99.mp4 - 63.205,29B842E1-98A7-7BAE-C4B1-2CB0953DC6D7_19,00A7359F-E204-F0E0-C597-D06904480AB6,9BB5A485-D190-7C95-A883-3D734F91778D,1679908359410,46691,-1
5_moh99.mp4 - 63.205,29B842E1-98A7-7BAE-C4B1-2CB0953DC6D7_19,00A7359F-E204-F0E0-C597-D06904480AB6,9BB5A485-D190-7C95-A883-3D734F91778D,1679908360061,47345,-2
5_moh99.mp4 - 63.205,29B842E1-98A7-7BAE-C4B1-2CB0953DC6D7_19,00A7359F-E204-F0E0-C597-D06904480AB6,9BB5A485-D190-7C95-A883-3D734F91778D,1679908360511,47783,-1
5_moh99.mp4 - 63.205,29B842E1-98A7-7BAE-C4B1-2CB0953DC6D7_19,00A7359F-E204-F0E0-C597-D06904480AB6,9BB5A485-D190-7C95-A883-3D734F91778D,1679908361227,48500,-2
5_moh99.mp4 - 63.205,29B842E1-98A7-7BAE-C4B1-2CB0953DC6D7_19,00A7359F-E204-F0E0-C597-D06904480AB6,9BB5A485-D190-7C95-A883-3D734F91778D,1679908361926,49206,-3
5_moh99.mp4 - 63.205,29B842E1-98A7-7BAE-C4B1-2CB0953DC6D7_19,00A7359F-E204-F0E0-C597-D06904480AB6,9BB5A485-D190-7C95-A883-3D734F91778D,1679908362710,49989,-4
5_moh99.mp4 - 63.205,29B842E1-98A7-7BAE-C4B1-2CB0953DC6D7_19,00A7359F-E204-F0E0-C597-D06904480AB6,9BB5A485-D190-7C95-A883-3D734F91778D,1679908363693,50967,-5
5_moh99.mp4 - 63.205,29B842E1-98A7-7BAE-C4B1-2CB0953DC6D7_19,00A7359F-E204-F0E0-C597-D06904480AB6,9BB5A485-D190-7C95-A883-3D734F91778D,1679908364327,51599,-6
5_moh99.mp4 - 63.205,29B842E1-98A7-7BAE-C4B1-2CB0953DC6D7_19,00A7359F-E204-F0E0-C597-D06904480AB6,9BB5A485-D190-7C95-A883-3D734F91778D,1679908364844,52119,-7
5_moh99.mp4 - 63.205,29B842E1-98A7-7BAE-C4B1-2CB0953DC6D7_19,00A7359F-E204-F0E0-C597-D06904480AB6,9BB5A485-D190-7C95-A883-3D734F91778D,1679908365744,53024,-8
5_moh99.mp4 - 63.205,29B842E1-98A7-7BAE-C4B1-2CB0953DC6D7_19,00A7359F-E204-F0E0-C597-D06904480AB6,9BB5A485-D190-7C95-A883-3D734F91778D,1679908366409,53692,-9
5_moh99.mp4 - 63.205,29B842E1-98A7-7BAE-C4B1-2CB0953DC6D7_19,00A7359F-E204-F0E0-C597-D06904480AB6,9BB5A485-D190-7C95-A883-3D734F91778D,1679908366976,54255,-10
5_moh99.mp4 - 63.205,29B842E1-98A7-7BAE-C4B1-2CB0953DC6D7_19,00A7359F-E204-F0E0-C597-D06904480AB6,9BB5A485-D190-7C95-A883-3D734F91778D,1679908367477,54759,-9
5_moh99.mp4 - 63.205,29B842E1-98A7-7BAE-C4B1-2CB0953DC6D7_19,00A7359F-E204-F0E0-C597-D06904480AB6,9BB5A485-D190-7C95-A883-3D734F91778D,1679908368611,55887,-10
5_moh99.mp4 - 63.205,29B842E1-98A7-7BAE-C4B1-2CB0953DC6D7_19,00A7359F-E204-F0E0-C597-D06904480AB6,9BB5A485-D190-7C95-A883-3D734F91778D,1679908369011,56294,-9
5_moh99.mp4 - 63.205,29B842E1-98A7-7BAE-C4B1-2CB0953DC6D7_19,00A7359F-E204-F0E0-C597-D06904480AB6,9BB5A485-D190-7C95-A883-3D734F91778D,1679908369042,56320,-8
5_moh99.mp4 - 63.205,29B842E1-98A7-7BAE-C4B1-2CB0953DC6D7_19,00A7359F-E204-F0E0-C597-D06904480AB6,9BB5A485-D190-7C95-A883-3D734F91778D,1679908369061,56342,-7
5_moh99.mp4 - 63.205,29B842E1-98A7-7BAE-C4B1-2CB0953DC6D7_19,00A7359F-E204-F0E0-C597-D06904480AB6,9BB5A485-D190-7C95-A883-3D734F91778D,1679908369224,56496,-6
5_moh99.mp4 - 63.205,29B842E1-98A7-7BAE-C4B1-2CB0953DC6D7_19,00A7359F-E204-F0E0-C597-D06904480AB6,9BB5A485-D190-7C95-A883-3D734F91778D,1679908369276,56554,-5
5_moh99.mp4 - 63.205,29B842E1-98A7-7BAE-C4B1-2CB0953DC6D7_19,00A7359F-E204-F0E0-C597-D06904480AB6,9BB5A485-D190-7C95-A883-3D734F91778D,1679908369376,56658,-4
5_moh99.mp4 - 63.205,29B842E1-98A7-7BAE-C4B1-2CB0953DC6D7_19,00A7359F-E204-F0E0-C597-D06904480AB6,9BB5A485-D190-7C95-A883-3D734F91778D,1679908369878,57151,-3
5_moh99.mp4 - 63.205,29B842E1-98A7-7BAE-C4B1-2CB0953DC6D7_19,00A7359F-E204-F0E0-C597-D06904480AB6,9BB5A485-D190-7C95-A883-3D734F91778D,1679908370243,57516,-2
5_moh99.mp4 - 63.205,29B842E1-98A7-7BAE-C4B1-2CB0953DC6D7_19,00A7359F-E204-F0E0-C597-D06904480AB6,9BB5A485-D190-7C95-A883-3D734F91778D,1679908370745,58018,-1
5_moh99.mp4 - 63.205,29B842E1-98A7-7BAE-C4B1-2CB0953DC6D7_19,00A7359F-E204-F0E0-C597-D06904480AB6,9BB5A485-D190-7C95-A883-3D734F91778D,1679908370893,58165,0
5_moh99.mp4 - 63.205,29B842E1-98A7-7BAE-C4B1-2CB0953DC6D7_19,00A7359F-E204-F0E0-C597-D06904480AB6,9BB5A485-D190-7C95-A883-3D734F91778D,1679908371259,58534,1
5_moh99.mp4 - 63.205,29B842E1-98A7-7BAE-C4B1-2CB0953DC6D7_19,00A7359F-E204-F0E0-C597-D06904480AB6,9BB5A485-D190-7C95-A883-3D734F91778D,1679908372162,59443,0
5_moh99.mp4 - 63.205,29B842E1-98A7-7BAE-C4B1-2CB0953DC6D7_19,00A7359F-E204-F0E0-C597-D06904480AB6,9BB5A485-D190-7C95-A883-3D734F91778D,1679908372427,59703,1
5_moh99.mp4 - 63.205,29B842E1-98A7-7BAE-C4B1-2CB0953DC6D7_19,00A7359F-E204-F0E0-C597-D06904480AB6,9BB5A485-D190-7C95-A883-3D734F91778D,1679908372445,59724,2
5_moh99.mp4 - 63.205,29B842E1-98A7-7BAE-C4B1-2CB0953DC6D7_19,00A7359F-E204-F0E0-C597-D06904480AB6,9BB5A485-D190-7C95-A883-3D734F91778D,1679908372893,60164,3
5_moh99.mp4 - 63.205,29B842E1-98A7-7BAE-C4B1-2CB0953DC6D7_19,00A7359F-E204-F0E0-C597-D06904480AB6,9BB5A485-D190-7C95-A883-3D734F91778D,1679908373694,60966,4
5_moh99.mp4 - 63.205,29B842E1-98A7-7BAE-C4B1-2CB0953DC6D7_19,00A7359F-E204-F0E0-C597-D06904480AB6,9BB5A485-D190-7C95-A883-3D734F91778D,1679908373814,60966,0
5_battlefield42.mp4 - 60.721,29B842E1-98A7-7BAE-C4B1-2CB0953DC6D7_2,00A7359F-E204-F0E0-C597-D06904480AB6,B6C15BB1-6F9B-1E41-EBBC-BF8257557465,1679908376516,0,0
5_battlefield42.mp4 - 60.721,29B842E1-98A7-7BAE-C4B1-2CB0953DC6D7_2,00A7359F-E204-F0E0-C597-D06904480AB6,B6C15BB1-6F9B-1E41-EBBC-BF8257557465,1679908380161,3579,1
5_battlefield42.mp4 - 60.721,29B842E1-98A7-7BAE-C4B1-2CB0953DC6D7_2,00A7359F-E204-F0E0-C597-D06904480AB6,B6C15BB1-6F9B-1E41-EBBC-BF8257557465,1679908380760,4182,0
5_battlefield42.mp4 - 60.721,29B842E1-98A7-7BAE-C4B1-2CB0953DC6D7_2,00A7359F-E204-F0E0-C597-D06904480AB6,B6C15BB1-6F9B-1E41-EBBC-BF8257557465,1679908381994,5418,-1
5_battlefield42.mp4 - 60.721,29B842E1-98A7-7BAE-C4B1-2CB0953DC6D7_2,00A7359F-E204-F0E0-C597-D06904480AB6,B6C15BB1-6F9B-1E41-EBBC-BF8257557465,1679908382512,5939,-2
5_battlefield42.mp4 - 60.721,29B842E1-98A7-7BAE-C4B1-2CB0953DC6D7_2,00A7359F-E204-F0E0-C597-D06904480AB6,B6C15BB1-6F9B-1E41-EBBC-BF8257557465,1679908382960,6388,-3
5_battlefield42.mp4 - 60.721,29B842E1-98A7-7BAE-C4B1-2CB0953DC6D7_2,00A7359F-E204-F0E0-C597-D06904480AB6,B6C15BB1-6F9B-1E41-EBBC-BF8257557465,1679908383959,7385,-2
5_battlefield42.mp4 - 60.721,29B842E1-98A7-7BAE-C4B1-2CB0953DC6D7_2,00A7359F-E204-F0E0-C597-D06904480AB6,B6C15BB1-6F9B-1E41-EBBC-BF8257557465,1679908384344,7761,-1
5_battlefield42.mp4 - 60.721,29B842E1-98A7-7BAE-C4B1-2CB0953DC6D7_2,00A7359F-E204-F0E0-C597-D06904480AB6,B6C15BB1-6F9B-1E41-EBBC-BF8257557465,1679908384696,8113,0
5_battlefield42.mp4 - 60.721,29B842E1-98A7-7BAE-C4B1-2CB0953DC6D7_2,00A7359F-E204-F0E0-C597-D06904480AB6,B6C15BB1-6F9B-1E41-EBBC-BF8257557465,1679908385011,8433,1
5_battlefield42.mp4 - 60.721,29B842E1-98A7-7BAE-C4B1-2CB0953DC6D7_2,00A7359F-E204-F0E0-C597-D06904480AB6,B6C15BB1-6F9B-1E41-EBBC-BF8257557465,1679908385478,8905,0
5_battlefield42.mp4 - 60.721,29B842E1-98A7-7BAE-C4B1-2CB0953DC6D7_2,00A7359F-E204-F0E0-C597-D06904480AB6,B6C15BB1-6F9B-1E41-EBBC-BF8257557465,1679908386845,10270,1
5_battlefield42.mp4 - 60.721,29B842E1-98A7-7BAE-C4B1-2CB0953DC6D7_2,00A7359F-E204-F0E0-C597-D06904480AB6,B6C15BB1-6F9B-1E41-EBBC-BF8257557465,1679908387411,10837,2
5_battlefield42.mp4 - 60.721,29B842E1-98A7-7BAE-C4B1-2CB0953DC6D7_2,00A7359F-E204-F0E0-C597-D06904480AB6,B6C15BB1-6F9B-1E41-EBBC-BF8257557465,1679908387727,11143,3
5_battlefield42.mp4 - 60.721,29B842E1-98A7-7BAE-C4B1-2CB0953DC6D7_2,00A7359F-E204-F0E0-C597-D06904480AB6,B6C15BB1-6F9B-1E41-EBBC-BF8257557465,1679908388194,11617,4
5_battlefield42.mp4 - 60.721,29B842E1-98A7-7BAE-C4B1-2CB0953DC6D7_2,00A7359F-E204-F0E0-C597-D06904480AB6,B6C15BB1-6F9B-1E41-EBBC-BF8257557465,1679908388477,11899,5
5_battlefield42.mp4 - 60.721,29B842E1-98A7-7BAE-C4B1-2CB0953DC6D7_2,00A7359F-E204-F0E0-C597-D06904480AB6,B6C15BB1-6F9B-1E41-EBBC-BF8257557465,1679908388960,12378,6
5_battlefield42.mp4 - 60.721,29B842E1-98A7-7BAE-C4B1-2CB0953DC6D7_2,00A7359F-E204-F0E0-C597-D06904480AB6,B6C15BB1-6F9B-1E41-EBBC-BF8257557465,1679908389294,12720,7
5_battlefield42.mp4 - 60.721,29B842E1-98A7-7BAE-C4B1-2CB0953DC6D7_2,00A7359F-E204-F0E0-C597-D06904480AB6,B6C15BB1-6F9B-1E41-EBBC-BF8257557465,1679908389811,13229,8
5_battlefield42.mp4 - 60.721,29B842E1-98A7-7BAE-C4B1-2CB0953DC6D7_2,00A7359F-E204-F0E0-C597-D06904480AB6,B6C15BB1-6F9B-1E41-EBBC-BF8257557465,1679908390160,13586,9
